,QID,word1,word2,rel,sim,simPredict
79,80,damar,kan,0.8416666666999999,0.8416666666999999,0.47363293170928955
82,83,modernite,öncülük,0.5333333333,0.5333333333,0.14530563354492188
84,85,öğrenci,kitap,0.7333333333,0.7333333333,0.17902357876300812
85,86,mühendis,bilişim,0.6833333333,0.6833333333,0.1589280664920807
86,87,zeki,çocuk,0.525,0.525,0.14688338339328766
87,88,avare,başıboş,0.925,0.925,0.4146323800086975
89,90,mücevher,şahane,0.275,0.275,0.22046995162963867
91,92,keşiş,köle,0.18333333329999998,0.18333333329999998,0.3678956627845764
92,93,palto,ceket,0.8,0.8,0.6583196520805359
93,94,oksijen,su,0.7666666667,0.7666666667,0.4343683123588562
94,95,taşıt,tren,0.8166666667,0.8166666667,0.44666826725006104
95,96,kıyı,tepe,0.4083333333,0.4083333333,0.2750481367111206
96,97,adalet,vicdan,0.65,0.65,0.19325676560401917
97,98,rahatsız,alışkın,0.44166666670000004,0.44166666670000004,0.4099816083908081
99,100,hayat,fani,0.7083333332999999,0.7083333332999999,0.16667354106903076
100,101,ıslak,deniz,0.6666666667000001,0.6666666667000001,0.1855878084897995
101,102,kitaplıklar,kitaphane,0.8416666666999999,0.8416666666999999,0.4146057665348053
102,103,din,vicdan,0.5416666667000001,0.5416666667000001,0.29360994696617126
103,104,brüt,çamaşır,0.008333333299999999,0.008333333299999999,0.0839080661535263
104,105,tıknaz,şiddetli,0.0166666667,0.0166666667,0.12719589471817017
106,107,cenin,kuyumcu,0.008333333299999999,0.008333333299999999,0.21278752386569977
107,108,gözlükçü,gözlük,0.875,0.875,0.2542053163051605
109,110,bilişim,sebze,0.0166666667,0.0166666667,0.20549164712429047
112,113,zarar,kazanç,0.8416666666999999,0.8416666666999999,0.32722219824790955
113,114,kuş,turna,0.7833333333,0.7833333333,0.519737720489502
114,115,brüt,kesintili,0.6363636364,0.6363636364,0.05053617060184479
116,117,zaman,öğle,0.7333333333,0.7333333333,0.14271967113018036
117,118,mücevher,sicim,0.1,0.1,0.11497688293457031
118,119,külot,aile,0.025,0.025,-0.03432491049170494
121,122,yoldaş,delikanlı,0.2333333333,0.2333333333,0.5028011798858643
122,123,ıslak,serin,0.5,0.5,0.5942047834396362
123,124,barınak,tımarhane,0.10833333329999999,0.10833333329999999,0.094382144510746
124,125,zarar,kadın,0.0416666667,0.0416666667,-0.0580776073038578
125,126,atletik,avare,0.0166666667,0.0166666667,0.014372975565493107
127,128,peynir,karton,0.0416666667,0.0416666667,0.41760680079460144
128,129,süreli,süresiz,0.8583333333000001,0.8583333333000001,0.28905320167541504
129,130,tutsak,özgür,0.8666666666999999,0.8666666666999999,0.09164367616176605
130,131,gevşek,heykel,0.0166666667,0.0166666667,0.020496660843491554
132,133,yiyecek,sos,0.7166666667,0.7166666667,0.34891119599342346
134,135,keşiş,kahin,0.525,0.525,0.4993651807308197
135,136,turna,uygulamak,0.008333333299999999,0.008333333299999999,-0.2652240991592407
136,137,ormanlık,fotoğraf,0.25,0.25,0.05049842223525047
139,140,masum,kuşku,0.475,0.475,0.44851887226104736
140,141,delikanlı,büyücü,0.0166666667,0.0166666667,0.5097383856773376
141,142,uzun,atletik,0.5916666667,0.5916666667,0.1458597481250763
142,143,deniz,sahil,0.8666666666999999,0.8666666666999999,0.41689595580101013
143,144,orman,meyve,0.6166666667,0.6166666667,0.39641061425209045
144,145,hayat,nefes,0.7583333333,0.7583333333,0.2648226022720337
145,146,mızrap,tabure,0.05,0.05,0.5922374725341797
146,147,sıcak,ısınmış,0.8333333333,0.8333333333,0.46415790915489197
147,148,gülüş,gülümseme,0.9166666667,0.9166666667,0.3742233216762543
149,150,hukuk,hayat,0.21666666669999998,0.21666666669999998,0.13314837217330933
151,152,kamyon,manken,0.0166666667,0.0166666667,0.21521282196044922
152,153,terazi,adalet,0.6833333333,0.6833333333,0.15206266939640045
154,155,uzak,yakın,0.925,0.925,0.4787476658821106
155,156,dükkan,vitrin,0.7545454545,0.7545454545,0.29111623764038086
156,157,nefes,oksijen,0.8166666667,0.8166666667,0.3824458122253418
157,158,enginar,boza,0.3083333333,0.3083333333,0.6776940822601318
158,159,giysi,külot,0.6916666667,0.6916666667,0.3198862373828888
160,161,sahil,ormanlık,0.375,0.375,0.44287607073783875
162,163,siyah,petrol,0.5833333332999999,0.5833333332999999,-0.050164174288511276
163,164,haşarı,enerjik,0.575,0.575,0.3906763792037964
164,165,teizm,müzik,0.025,0.025,0.08315455168485641
165,166,para,faiz,0.6666666667000001,0.6666666667000001,0.4495520293712616
168,169,alkol,viski,0.8833333333000001,0.8833333333000001,0.5111856460571289
170,171,horoz,tavuk,0.9,0.9,0.5771611332893372
171,172,çerçeve,fotoğraf,0.85,0.85,0.23435720801353455
172,173,süt,lokanta,0.3416666667,0.3416666667,0.32584312558174133
173,174,tahta,tabure,0.6583333333,0.6583333333,0.10097553580999374
174,175,kağıt,karton,0.7833333333,0.7833333333,0.6513808369636536
175,176,varlık,para,0.7666666667,0.7666666667,0.15467248857021332
177,178,eksik,ilaç,0.033333333300000004,0.033333333300000004,0.15628115832805634
178,179,eşya,cisim,0.7,0.7,0.05238420143723488
179,180,haber,uzun,0.0916666667,0.0916666667,0.07453805208206177
181,182,pamuk,giysi,0.7,0.7,0.2736659646034241
182,183,hamile,cenin,0.7916666667000001,0.7916666667000001,0.2805255353450775
184,185,süt,yoğurt,0.85,0.85,0.6709532737731934
185,186,cansız,enerjik,0.7,0.7,0.3458118736743927
186,187,sahil,kum,0.8583333333000001,0.8583333333000001,0.3302355110645294
187,188,ses,mızrap,0.5833333332999999,0.5833333332999999,0.26644113659858704
189,190,bitki,çiçek,0.7916666667000001,0.7916666667000001,0.41593602299690247
190,191,seyahat,sefer,0.8166666667,0.8166666667,0.21634642779827118
191,192,yardım,aile,0.425,0.425,0.07340290397405624
192,193,petrol,yakıt,0.9,0.9,0.48479321599006653
193,194,şair,modernite,0.2083333333,0.2083333333,0.09250421077013016
194,195,gevşek,sıkı,0.9166666667,0.9166666667,0.5625362396240234
195,196,cihaz,lamba,0.6083333333,0.6083333333,0.49331384897232056
196,197,din,devlet,0.6166666667,0.6166666667,0.4534487724304199
198,199,nezle,yorgunluk,0.5583333333,0.5583333333,0.7157689929008484
199,200,cevher,fotoğraf,0.0166666667,0.0166666667,0.05256052687764168
200,201,uzak,karınca,0.0166666667,0.0166666667,0.036169394850730896
203,204,bilimci,karışık,0.10833333329999999,0.10833333329999999,0.05645911768078804
204,205,medya,sevgili,0.125,0.125,0.017211953178048134
206,207,kırmızı,okul,0.008333333299999999,0.008333333299999999,0.0268853772431612
208,209,okul,kitaplıklar,0.75,0.75,0.10517454147338867
210,211,kadeh,bıçak,0.4666666667,0.4666666667,0.4030017554759979
211,212,özgür,haber,0.6,0.6,0.1330881267786026
213,214,ibadet,namaz,0.8333333333,0.8333333333,0.6437670588493347
214,215,soyut,somut,0.925,0.925,0.6744438409805298
216,217,taşıt,kamyon,0.8416666666999999,0.8416666666999999,0.6125983595848083
217,218,tren,yakıt,0.7416666667,0.7416666667,0.31893110275268555
218,219,yoldaş,keşiş,0.375,0.375,0.19321852922439575
219,220,horoz,sefer,0.0166666667,0.0166666667,0.06316725164651871
220,221,tabure,çerçeve,0.075,0.075,0.04993026331067085
221,222,kordon,gülümseme,0.008333333299999999,0.008333333299999999,0.23607780039310455
222,223,zeki,akıllı,0.8666666666999999,0.8666666666999999,0.39349833130836487
224,225,nezle,ilaç,0.75,0.75,0.4851226508617401
225,226,ilaç,çare,0.825,0.825,0.305768221616745
226,227,devlet,para,0.6416666667,0.6416666667,0.2176288217306137
229,230,evrensel,bilimci,0.3083333333,0.3083333333,0.08891237527132034
230,231,barınak,soğuk,0.3666666667,0.3666666667,0.14457035064697266
231,232,ilaç,yakıt,0.15,0.15,0.4027233123779297
234,235,devlet,memur,0.7,0.7,0.273965448141098
235,236,alkol,sofra,0.55,0.55,0.3158632814884186
236,237,boza,manken,0.0166666667,0.0166666667,0.17361630499362946
237,238,cevher,gözlükçü,0.025,0.025,0.3095460832118988
238,239,anne,memur,0.0666666667,0.0666666667,0.10705630481243134
241,242,dua,yüzük,0.0583333333,0.0583333333,0.25309258699417114
242,243,opak,geçirgen,0.6916666667,0.6916666667,0.7130794525146484
243,244,akıllı,deli,0.9166666667,0.9166666667,0.1732073575258255
244,245,din,dua,0.8583333333000001,0.8583333333000001,0.2736380994319916
245,246,saydam,süreli,0.075,0.075,0.08049063384532928
248,249,oksijen,hayat,0.8,0.8,0.0642227753996849
249,250,hastane,çare,0.7583333333,0.7583333333,0.1820562183856964
250,251,içki,boza,0.3583333333,0.3583333333,0.4565882682800293
251,252,tahta,ahşap,0.825,0.825,0.34112250804901123
254,255,kordon,sicim,0.3916666667,0.3916666667,0.03489905223250389
255,256,fani,adalet,0.0833333333,0.0833333333,0.07134309411048889
256,257,ikindi,oğlan,0.008333333299999999,0.008333333299999999,0.42761343717575073
258,259,satmışlardır,lokanta,0.0833333333,0.0833333333,0.31279847025871277
259,260,kırmızı,namaz,0.008333333299999999,0.008333333299999999,0.05992082878947258
261,262,ekonomi,para,0.8583333333000001,0.8583333333000001,0.15896737575531006
262,263,dua,namaz,0.8583333333000001,0.8583333333000001,0.6480619311332703
264,265,enerjik,yorgun,0.8666666666999999,0.8666666666999999,0.34111443161964417
265,266,kağıt,gazete,0.7583333333,0.7583333333,0.11182708293199539
266,267,cihaz,radyo,0.7,0.7,0.3278939723968506
269,270,öğrenci,hayta,0.49166666670000003,0.49166666670000003,0.05762957036495209
270,271,araba,petrol,0.7916666667000001,0.7916666667000001,0.21220825612545013
271,272,şiddetli,sarsıcı,0.8,0.8,0.4466710686683655
272,273,su,deniz,0.825,0.825,0.35256701707839966
275,276,kan,kırmızı,0.8333333333,0.8333333333,0.0940929502248764
276,277,beyaz,papatya,0.6666666667000001,0.6666666667000001,0.1570737361907959
277,278,kıyı,ormanlık,0.4,0.4,0.5444545149803162
278,279,orman,kabristan,0.3166666667,0.3166666667,0.1557745784521103
281,282,radyo,müzik,0.7583333333,0.7583333333,0.3527684807777405
282,283,suçlu,masum,0.8583333333000001,0.8583333333000001,0.5766163468360901
286,287,televizyon,cenin,0.0166666667,0.0166666667,0.018681062385439873
288,289,mezarlık,ormanlık,0.325,0.325,0.45998215675354004
289,290,mutluluk,harika,0.5416666667000001,0.5416666667000001,0.35619717836380005
290,291,hastane,rahatsız,0.65,0.65,0.039779115468263626
291,292,özgür,yardım,0.1583333333,0.1583333333,0.03610663115978241
293,294,üretim,sanatçı,0.5083333333,0.5083333333,-0.0110333152115345
295,296,mutfak,ocak,0.75,0.75,-0.022475091740489006
296,297,böcek,kelebek,0.7,0.7,0.42370203137397766
298,299,geçirgen,cam,0.5416666667000001,0.5416666667000001,0.3945079445838928
299,300,beyaz,külot,0.6833333333,0.6833333333,0.15888452529907227
300,301,tımarhane,deli,0.875,0.875,0.3555090129375458
303,304,zaman,ikindi,0.7083333332999999,0.7083333332999999,0.18788281083106995
305,306,lamba,geceleyin,0.6916666667,0.6916666667,0.21184486150741577
306,307,sabır,sabırsızlık,0.8666666666999999,0.8666666666999999,0.35122954845428467
307,308,transparan,deneyimleme,0.008333333299999999,0.008333333299999999,0.1378241777420044
308,309,haşarı,hayta,0.775,0.775,0.16560949385166168
309,310,yiyecek,horoz,0.3166666667,0.3166666667,0.17857061326503754
312,313,siyah,beyaz,0.95,0.95,0.5651531219482422
313,314,otomobil,tren,0.775,0.775,0.3499259650707245
314,315,mutluluk,sicim,0.008333333299999999,0.008333333299999999,0.13600270450115204
315,316,fırın,ocak,0.8333333333,0.8333333333,0.031490374356508255
318,319,bitki,enginar,0.7166666667,0.7166666667,0.3728688955307007
319,320,hukuk,nezle,0.0166666667,0.0166666667,-0.013125111348927021
321,322,süt,peynir,0.8166666667,0.8166666667,0.6504971981048584
323,324,su,çiçek,0.625,0.625,0.17652979493141174
325,326,yiyecek,meyve,0.7583333333,0.7583333333,0.5178252458572388
326,327,kuşku,şüphe,0.9333333333,0.9333333333,0.7086386680603027
327,328,çocuk,anne,0.8,0.8,0.32150039076805115
329,330,şeffaf,saydam,0.95,0.95,0.6506665349006653
330,331,teizm,çerçeve,0.025,0.025,0.2122717797756195
332,333,sevgili,mutluluk,0.575,0.575,0.45135945081710815
334,335,sofra,bıçak,0.6166666667,0.6166666667,0.42182445526123047
335,336,ipek,gömlek,0.7166666667,0.7166666667,0.3739987313747406
336,337,sanatçı,heykel,0.75,0.75,0.2997160851955414
338,339,din,ibadet,0.9083333333000001,0.9083333333000001,0.4267866909503937
339,340,tutsak,yakın,0.0416666667,0.0416666667,0.05498885735869408
340,341,zarar,para,0.48333333329999995,0.48333333329999995,0.20032183825969696
343,344,kadın,anne,0.7833333333,0.7833333333,0.18349570035934448
344,345,sabır,mühendis,0.2,0.2,-0.047559577971696854
345,346,yakın,sıkı,0.6333333333,0.6333333333,0.33189234137535095
346,347,saray,kral,0.9,0.9,0.3258350193500519
347,348,damar,mezar,0.1,0.1,0.10480113327503204
348,349,kuyumcu,mücevher,0.8583333333000001,0.8583333333000001,0.5040959119796753
349,350,müzik,ses,0.8833333333000001,0.8833333333000001,0.3187781572341919
350,351,alet,terazi,0.6083333333,0.6083333333,0.21184903383255005
352,353,cansız,ahşap,0.2333333333,0.2333333333,0.08617531508207321
353,354,otobüs,sefer,0.7166666667,0.7166666667,0.2348463088274002
354,355,kahvaltı,adalet,0.0166666667,0.0166666667,0.03706886246800423
355,356,cam,büyücü,0.0916666667,0.0916666667,0.05481082201004028
358,359,kitaphane,kitap,0.9,0.9,0.1815718710422516
359,360,kuşku,sabırsızlık,0.1333333333,0.1333333333,0.34165158867836
360,361,çiçek,papatya,0.8166666667,0.8166666667,0.4949588179588318
361,362,manken,kelebek,0.0166666667,0.0166666667,0.25092533230781555
362,363,ıslak,yağmur,0.7916666667000001,0.7916666667000001,0.5669475197792053
363,364,mühendis,üretim,0.6083333333,0.6083333333,0.12467007339000702
365,366,cisim,cihaz,0.6166666667,0.6166666667,0.36150553822517395
367,368,aile,somut,0.0833333333,0.0833333333,0.006776296999305487
371,372,şiddetli,yorgunluk,0.3166666667,0.3166666667,0.4740413725376129
372,373,papatya,gülüş,0.2,0.2,0.5639089941978455
373,374,ocak,kabristan,0.0166666667,0.0166666667,0.05880901962518692
376,377,transparan,yoğurt,0.0166666667,0.0166666667,0.2710305154323578
377,378,oruç,taksi,0.0166666667,0.0166666667,0.10228348523378372
378,379,kuyumcu,terazi,0.4666666667,0.4666666667,0.2545158565044403
379,380,oğlan,delikanlı,0.7583333333,0.7583333333,0.7010228633880615
380,381,mezarlık,tavuk,0.0166666667,0.0166666667,0.18826550245285034
381,382,hamile,dükkan,0.125,0.125,0.07639998942613602
383,384,hastane,tıp,0.8166666667,0.8166666667,0.4315703511238098
384,385,terazi,tıp,0.025,0.025,-0.058168720453977585
385,386,avare,uyumlu,0.0583333333,0.0583333333,-0.15111510455608368
386,387,sabırsızlık,gözlükçü,0.0166666667,0.0166666667,0.22027519345283508
387,388,kum,kadeh,0.2,0.2,0.2965092658996582
390,391,sihirbaz,öncülük,0.033333333300000004,0.033333333300000004,-0.06761474907398224
391,392,kuş,tavuk,0.65,0.65,0.38601449131965637
392,393,giysi,ceket,0.7583333333,0.7583333333,0.6634478569030762
393,394,pamuk,üretim,0.6083333333,0.6083333333,0.29286864399909973
394,395,noksan,eksik,0.9833333333000001,0.9833333333000001,0.479496031999588
395,396,taşıt,otobüs,0.8,0.8,0.5725509524345398
396,397,eşya,radyo,0.675,0.675,0.1176791861653328
397,398,satmışlardır,almışlardır,0.8833333333000001,0.8833333333000001,0.20340150594711304
398,399,cihaz,televizyon,0.7,0.7,0.16888506710529327
402,403,medya,kral,0.175,0.175,0.12010939419269562
404,405,şüphe,mutluluk,0.1333333333,0.1333333333,0.406249076128006
405,406,memur,polis,0.6666666667000001,0.6666666667000001,0.37428390979766846
406,407,meslek,kuyumcu,0.6666666667000001,0.6666666667000001,0.21502068638801575
407,408,fırın,öncülük,0.0166666667,0.0166666667,-0.009877413511276245
410,411,lokanta,dükkan,0.5833333332999999,0.5833333332999999,0.6486049294471741
412,413,vitrin,televizyon,0.4,0.4,0.06058701127767563
413,414,şeffaf,opak,0.7166666667,0.7166666667,0.7274733781814575
414,415,dua,ölü,0.6833333333,0.6833333333,0.20725885033607483
415,416,yorgunluk,sarsıcı,0.2333333333,0.2333333333,0.24752725660800934
417,418,özgür,serbest,0.975,0.975,0.2841890752315521
418,419,gözlük,cam,0.875,0.875,0.5222992897033691
419,420,vicdan,pıhtı,0.0166666667,0.0166666667,0.20301882922649384
420,421,gülüş,gül,0.48333333329999995,0.48333333329999995,0.2913684546947479
421,422,kahvaltı,zeytin,0.75,0.75,0.26882055401802063
423,424,araba,seyahat,0.8083333333,0.8083333333,0.2585015594959259
424,425,evrensel,karışık,0.0916666667,0.0916666667,0.21688759326934814
426,427,gürültü,müzik,0.5916666667,0.5916666667,0.10132668912410736
427,428,taksi,yüzük,0.0166666667,0.0166666667,0.0063838656060397625
428,429,başıboş,yorgun,0.033333333300000004,0.033333333300000004,0.5323770642280579
429,430,hayvan,kuş,0.6916666667,0.6916666667,0.46859705448150635
430,431,opak,çamaşır,0.10833333329999999,0.10833333329999999,0.3576544225215912
431,432,kahin,şüphe,0.1333333333,0.1333333333,0.36598604917526245
433,434,serin,sıcak,0.7833333333,0.7833333333,0.6796658039093018
436,437,sanatçı,şair,0.8166666667,0.8166666667,0.3181699514389038
438,439,anarşist,aykırı,0.8333333333,0.8333333333,0.29107749462127686
439,440,uzak,fazlalık,0.16666666670000002,0.16666666670000002,0.2068653255701065
440,441,fazlalık,noksan,0.8083333333,0.8083333333,0.32811662554740906
441,442,meslek,sanatçı,0.725,0.725,0.11828494071960449
442,443,tıp,yardım,0.7083333332999999,0.7083333332999999,0.1458004117012024
443,444,kuyumcu,yüzük,0.8583333333000001,0.8583333333000001,0.14966605603694916
446,447,kelebek,kemik,0.0166666667,0.0166666667,0.1918879598379135
447,448,harika,şahane,0.9166666667,0.9166666667,0.18512386083602905
448,449,faiz,kazanç,0.8083333333,0.8083333333,0.5946255922317505
449,450,mezarlık,mezar,0.9166666667,0.9166666667,0.7072117924690247
450,451,gazete,haber,0.9083333333000001,0.9083333333000001,0.37434735894203186
451,452,kıyı,sahil,0.9,0.9,0.7725463509559631
453,454,gündüz,geceleyin,0.8916666666999999,0.8916666666999999,0.3016892373561859
454,455,noksan,gömlek,0.0166666667,0.0166666667,0.09079523384571075
456,457,alışkın,yeni,0.4583333333,0.4583333333,0.00044819037429988384
457,458,uygulamak,alet,0.3166666667,0.3166666667,0.2901591956615448
458,459,cevher,mücevher,0.65,0.65,0.4286329746246338
459,460,medya,gazete,0.8083333333,0.8083333333,0.36697885394096375
460,461,kadeh,içki,0.85,0.85,0.3508525788784027
462,463,okul,öğrenci,0.8916666666999999,0.8916666666999999,0.5675329566001892
466,467,oruç,zaman,0.6333333333,0.6333333333,0.149836003780365
467,468,kadın,çocuk,0.725,0.725,0.3414684236049652
470,471,horoz,alet,0.0166666667,0.0166666667,0.21971465647220612
474,475,öğle,orman,0.025,0.025,-0.049973826855421066
475,476,otomobil,araba,0.9333333333,0.9333333333,0.6252009272575378
476,477,meyve,muz,0.7916666667000001,0.7916666667000001,0.6744763851165771
477,478,süt,bilişim,0.0166666667,0.0166666667,0.1878836303949356
479,480,mezar,ölü,0.9083333333000001,0.9083333333000001,0.3151279389858246
480,481,vitrin,manken,0.75,0.75,0.18539465963840485
482,483,fani,ölü,0.8,0.8,0.14766335487365723
485,486,kadın,hamile,0.8,0.8,0.2353614717721939
486,487,karışık,temiz,0.2,0.2,0.2840577960014343
487,488,şair,sabır,0.175,0.175,0.2018199861049652
489,490,şeffaf,transparan,0.9666666666999999,0.9666666666999999,0.6646881103515625
490,491,hayvan,böcek,0.7666666667,0.7666666667,0.5346001982688904
491,492,cisim,somut,0.6666666667000001,0.6666666667000001,0.2570796012878418
492,493,aile,anne,0.85,0.85,0.37837353348731995
493,494,varlık,cisim,0.7083333332999999,0.7083333332999999,0.28004586696624756
494,495,öğle,ikindi,0.8333333333,0.8333333333,0.7387629151344299
495,496,soğuk,sıcak,0.9416666667,0.9416666667,0.7443283796310425
497,498,kum,hastane,0.0166666667,0.0166666667,0.20604637265205383
498,499,fırın,kahin,0.0166666667,0.0166666667,0.03095673955976963
499,500,uyumlu,aykırı,0.9166666667,0.9166666667,0.40540817379951477
