,QID,word1,word2,rel,sim,simPredict
291,292,özgür,yardım,0.1583333333,0.1583333333,0.16175717115402222
293,294,üretim,sanatçı,0.5083333333,0.5083333333,0.12673024833202362
294,295,peşinatsız,ekonomi,0.48333333329999995,0.48333333329999995,0.01239031832665205
295,296,mutfak,ocak,0.75,0.75,0.23022034764289856
296,297,böcek,kelebek,0.7,0.7,0.3342211842536926
298,299,geçirgen,cam,0.5416666667000001,0.5416666667000001,0.2044774293899536
299,300,beyaz,külot,0.6833333333,0.6833333333,0.20753902196884155
300,301,tımarhane,deli,0.875,0.875,0.1322578638792038
303,304,zaman,ikindi,0.7083333332999999,0.7083333332999999,0.1238352358341217
305,306,lamba,geceleyin,0.6916666667,0.6916666667,0.21949568390846252
306,307,sabır,sabırsızlık,0.8666666666999999,0.8666666666999999,0.3546368479728699
307,308,transparan,deneyimleme,0.008333333299999999,0.008333333299999999,-0.033264532685279846
308,309,haşarı,hayta,0.775,0.775,0.3041106164455414
309,310,yiyecek,horoz,0.3166666667,0.3166666667,0.08174800127744675
312,313,siyah,beyaz,0.95,0.95,0.8291964530944824
313,314,otomobil,tren,0.775,0.775,0.29395791888237
314,315,mutluluk,sicim,0.008333333299999999,0.008333333299999999,-0.0544486828148365
315,316,fırın,ocak,0.8333333333,0.8333333333,0.19615106284618378
316,317,ipek,kapüşon,0.2583333333,0.2583333333,0.05735262855887413
318,319,bitki,enginar,0.7166666667,0.7166666667,0.28264716267585754
319,320,hukuk,nezle,0.0166666667,0.0166666667,-0.016442986205220222
321,322,süt,peynir,0.8166666667,0.8166666667,0.6577913761138916
323,324,su,çiçek,0.625,0.625,0.14310140907764435
325,326,yiyecek,meyve,0.7583333333,0.7583333333,0.5436115264892578
326,327,kuşku,şüphe,0.9333333333,0.9333333333,0.8199881315231323
327,328,çocuk,anne,0.8,0.8,0.6611122488975525
329,330,şeffaf,saydam,0.95,0.95,0.606961727142334
330,331,teizm,çerçeve,0.025,0.025,-0.12024127691984177
332,333,sevgili,mutluluk,0.575,0.575,0.4159468710422516
334,335,sofra,bıçak,0.6166666667,0.6166666667,0.27936670184135437
335,336,ipek,gömlek,0.7166666667,0.7166666667,0.4474755525588989
336,337,sanatçı,heykel,0.75,0.75,0.4562109708786011
337,338,medya,yağcılık,0.55,0.55,-0.06412450224161148
338,339,din,ibadet,0.9083333333000001,0.9083333333000001,0.507157564163208
339,340,tutsak,yakın,0.0416666667,0.0416666667,0.06557148694992065
340,341,zarar,para,0.48333333329999995,0.48333333329999995,0.3144736886024475
343,344,kadın,anne,0.7833333333,0.7833333333,0.4600113034248352
344,345,sabır,mühendis,0.2,0.2,0.0224046241492033
345,346,yakın,sıkı,0.6333333333,0.6333333333,0.3316516578197479
346,347,saray,kral,0.9,0.9,0.42634639143943787
347,348,damar,mezar,0.1,0.1,0.08808401972055435
348,349,kuyumcu,mücevher,0.8583333333000001,0.8583333333000001,0.4627177119255066
349,350,müzik,ses,0.8833333333000001,0.8833333333000001,0.563208818435669
350,351,alet,terazi,0.6083333333,0.6083333333,0.1665000468492508
352,353,cansız,ahşap,0.2333333333,0.2333333333,0.10218202322721481
353,354,otobüs,sefer,0.7166666667,0.7166666667,0.46783801913261414
354,355,kahvaltı,adalet,0.0166666667,0.0166666667,0.00039559754077345133
355,356,cam,büyücü,0.0916666667,0.0916666667,-0.05133543536067009
359,360,kuşku,sabırsızlık,0.1333333333,0.1333333333,0.2738615572452545
360,361,çiçek,papatya,0.8166666667,0.8166666667,0.5241733193397522
361,362,manken,kelebek,0.0166666667,0.0166666667,0.1940470039844513
362,363,ıslak,yağmur,0.7916666667000001,0.7916666667000001,0.3198448717594147
363,364,mühendis,üretim,0.6083333333,0.6083333333,0.27690064907073975
365,366,cisim,cihaz,0.6166666667,0.6166666667,0.15856587886810303
367,368,aile,somut,0.0833333333,0.0833333333,0.17708638310432434
371,372,şiddetli,yorgunluk,0.3166666667,0.3166666667,0.42430439591407776
372,373,papatya,gülüş,0.2,0.2,0.08918896317481995
373,374,ocak,kabristan,0.0166666667,0.0166666667,-0.10498452931642532
375,376,haşarı,pimpirikli,0.0833333333,0.0833333333,0.28830981254577637
376,377,transparan,yoğurt,0.0166666667,0.0166666667,0.012521793134510517
377,378,oruç,taksi,0.0166666667,0.0166666667,0.08274510502815247
378,379,kuyumcu,terazi,0.4666666667,0.4666666667,0.18400807678699493
379,380,oğlan,delikanlı,0.7583333333,0.7583333333,0.6785438060760498
380,381,mezarlık,tavuk,0.0166666667,0.0166666667,0.009144633077085018
381,382,hamile,dükkan,0.125,0.125,0.010759918950498104
383,384,hastane,tıp,0.8166666667,0.8166666667,0.503193736076355
384,385,terazi,tıp,0.025,0.025,0.060820095241069794
385,386,avare,uyumlu,0.0583333333,0.0583333333,-0.12627281248569489
386,387,sabırsızlık,gözlükçü,0.0166666667,0.0166666667,0.03917631879448891
387,388,kum,kadeh,0.2,0.2,0.016833005473017693
390,391,sihirbaz,öncülük,0.033333333300000004,0.033333333300000004,-0.07999984920024872
391,392,kuş,tavuk,0.65,0.65,0.3737248182296753
392,393,giysi,ceket,0.7583333333,0.7583333333,0.5587906837463379
393,394,pamuk,üretim,0.6083333333,0.6083333333,0.33293527364730835
394,395,noksan,eksik,0.9833333333000001,0.9833333333000001,0.44955408573150635
395,396,taşıt,otobüs,0.8,0.8,0.3154139518737793
396,397,eşya,radyo,0.675,0.675,0.14688044786453247
398,399,cihaz,televizyon,0.7,0.7,0.30691298842430115
402,403,medya,kral,0.175,0.175,0.13373242318630219
404,405,şüphe,mutluluk,0.1333333333,0.1333333333,0.23450201749801636
405,406,memur,polis,0.6666666667000001,0.6666666667000001,0.3739249110221863
406,407,meslek,kuyumcu,0.6666666667000001,0.6666666667000001,0.15543898940086365
407,408,fırın,öncülük,0.0166666667,0.0166666667,-0.04582181200385094
410,411,lokanta,dükkan,0.5833333332999999,0.5833333332999999,0.5362741947174072
411,412,ebleh,akıllı,0.75,0.75,0.026385914534330368
412,413,vitrin,televizyon,0.4,0.4,0.20969821512699127
413,414,şeffaf,opak,0.7166666667,0.7166666667,0.44195589423179626
414,415,dua,ölü,0.6833333333,0.6833333333,0.19918368756771088
415,416,yorgunluk,sarsıcı,0.2333333333,0.2333333333,0.06911561638116837
417,418,özgür,serbest,0.975,0.975,0.4337494969367981
418,419,gözlük,cam,0.875,0.875,0.3823809027671814
419,420,vicdan,pıhtı,0.0166666667,0.0166666667,-0.037052616477012634
420,421,gülüş,gül,0.48333333329999995,0.48333333329999995,0.05106978863477707
421,422,kahvaltı,zeytin,0.75,0.75,0.28407490253448486
422,423,ceket,kapüşon,0.725,0.725,0.30661121010780334
423,424,araba,seyahat,0.8083333333,0.8083333333,0.3531278371810913
424,425,evrensel,karışık,0.0916666667,0.0916666667,0.06436417996883392
426,427,gürültü,müzik,0.5916666667,0.5916666667,0.25536954402923584
427,428,taksi,yüzük,0.0166666667,0.0166666667,-0.014944714494049549
428,429,başıboş,yorgun,0.033333333300000004,0.033333333300000004,0.18952946364879608
429,430,hayvan,kuş,0.6916666667,0.6916666667,0.5658794045448303
430,431,opak,çamaşır,0.10833333329999999,0.10833333329999999,0.07718367874622345
431,432,kahin,şüphe,0.1333333333,0.1333333333,0.01043922919780016
433,434,serin,sıcak,0.7833333333,0.7833333333,0.6246412992477417
436,437,sanatçı,şair,0.8166666667,0.8166666667,0.5713961124420166
438,439,anarşist,aykırı,0.8333333333,0.8333333333,0.13578690588474274
439,440,uzak,fazlalık,0.16666666670000002,0.16666666670000002,0.06643172353506088
440,441,fazlalık,noksan,0.8083333333,0.8083333333,0.3214847147464752
441,442,meslek,sanatçı,0.725,0.725,0.23621131479740143
442,443,tıp,yardım,0.7083333332999999,0.7083333332999999,0.20673732459545135
443,444,kuyumcu,yüzük,0.8583333333000001,0.8583333333000001,0.3034559488296509
446,447,kelebek,kemik,0.0166666667,0.0166666667,0.09030693024396896
447,448,harika,şahane,0.9166666667,0.9166666667,0.8354645371437073
448,449,faiz,kazanç,0.8083333333,0.8083333333,0.38338038325309753
449,450,mezarlık,mezar,0.9166666667,0.9166666667,0.6284503936767578
450,451,gazete,haber,0.9083333333000001,0.9083333333000001,0.5074968934059143
451,452,kıyı,sahil,0.9,0.9,0.7327497601509094
453,454,gündüz,geceleyin,0.8916666666999999,0.8916666666999999,0.3708408772945404
454,455,noksan,gömlek,0.0166666667,0.0166666667,0.000779604131821543
456,457,alışkın,yeni,0.4583333333,0.4583333333,0.08882994204759598
457,458,uygulamak,alet,0.3166666667,0.3166666667,0.1070689782500267
458,459,cevher,mücevher,0.65,0.65,0.2911872863769531
459,460,medya,gazete,0.8083333333,0.8083333333,0.39879605174064636
460,461,kadeh,içki,0.85,0.85,0.5624554753303528
461,462,atletik,ebleh,0.0583333333,0.0583333333,0.056531235575675964
462,463,okul,öğrenci,0.8916666666999999,0.8916666666999999,0.7112719416618347
466,467,oruç,zaman,0.6333333333,0.6333333333,0.22154736518859863
467,468,kadın,çocuk,0.725,0.725,0.5573084354400635
470,471,horoz,alet,0.0166666667,0.0166666667,0.02309989370405674
474,475,öğle,orman,0.025,0.025,0.2016400247812271
475,476,otomobil,araba,0.9333333333,0.9333333333,0.6784125566482544
476,477,meyve,muz,0.7916666667000001,0.7916666667000001,0.6558717489242554
477,478,süt,bilişim,0.0166666667,0.0166666667,0.04451589658856392
479,480,mezar,ölü,0.9083333333000001,0.9083333333000001,0.34068718552589417
480,481,vitrin,manken,0.75,0.75,0.21823883056640625
482,483,fani,ölü,0.8,0.8,0.024203194305300713
485,486,kadın,hamile,0.8,0.8,0.4888511896133423
486,487,karışık,temiz,0.2,0.2,0.17434027791023254
487,488,şair,sabır,0.175,0.175,0.12761247158050537
489,490,şeffaf,transparan,0.9666666666999999,0.9666666666999999,0.42163264751434326
490,491,hayvan,böcek,0.7666666667,0.7666666667,0.412429541349411
491,492,cisim,somut,0.6666666667000001,0.6666666667000001,0.146847203373909
492,493,aile,anne,0.85,0.85,0.5495092868804932
493,494,varlık,cisim,0.7083333332999999,0.7083333332999999,0.22698867321014404
494,495,öğle,ikindi,0.8333333333,0.8333333333,0.6906033754348755
495,496,soğuk,sıcak,0.9416666667,0.9416666667,0.8088419437408447
496,497,peşinatsız,gülümseme,0.025,0.025,-0.040616150945425034
497,498,kum,hastane,0.0166666667,0.0166666667,0.07567662000656128
498,499,fırın,kahin,0.0166666667,0.0166666667,0.018335014581680298
499,500,uyumlu,aykırı,0.9166666667,0.9166666667,0.26091063022613525
