,QID,word1,word2,rel,sim,simPredict
40,41,çare,sos,0.125,0.125,0.07212230563163757
41,42,evrensel,sos,0.0916666667,0.0916666667,0.086740642786026
42,43,viski,varlık,0.0833333333,0.0833333333,0.10854119062423706
44,45,sebze,enginar,0.725,0.725,0.5304250717163086
45,46,damar,rahatsız,0.375,0.375,0.17330993711948395
46,47,öğrenci,yağcılık,0.4,0.4,0.0381862074136734
47,48,bitki,sebze,0.7333333333,0.7333333333,0.5567644238471985
48,49,zarar,tımarhane,0.10833333329999999,0.10833333329999999,0.02074354700744152
49,50,kelebek,eski,0.008333333299999999,0.008333333299999999,0.11628872156143188
50,51,zaman,gündüz,0.7166666667,0.7166666667,0.32204151153564453
51,52,meslek,polis,0.7083333332999999,0.7083333332999999,0.3529241979122162
52,53,su,yağmur,0.8,0.8,0.2646661400794983
53,54,nefes,soyut,0.0833333333,0.0833333333,0.21063925325870514
54,55,yedigen,aykırı,0.0416666667,0.0416666667,0.10112795233726501
55,56,titiz,pimpirikli,0.6833333333,0.6833333333,0.4879305958747864
56,57,fotoğraf,karton,0.3833333333,0.3833333333,0.2909734845161438
57,58,tutsak,serbest,0.8416666666999999,0.8416666666999999,0.31992223858833313
58,59,fazlalık,ısınmış,0.1333333333,0.1333333333,0.22649620473384857
59,60,laikçiler,tepe,0.0454545455,0.0454545455,0.10718802362680435
61,62,serbest,radyo,0.1727272727,0.1727272727,0.2341059446334839
62,63,uzun,tıknaz,0.43333333329999996,0.43333333329999996,0.3174065053462982
63,64,kan,pıhtı,0.7833333333,0.7833333333,0.4568290114402771
64,65,delilim,ispatım,0.95,0.95,0.5777626037597656
66,67,delilim,deli,0.0833333333,0.0833333333,0.31355586647987366
69,70,kum,karınca,0.45,0.45,0.32073119282722473
70,71,tutsak,köle,0.925,0.925,0.509555459022522
71,72,kazanç,aykırı,0.0666666667,0.0666666667,0.23631247878074646
72,73,içki,viski,0.8583333333000001,0.8583333333000001,0.6764311790466309
74,75,mutfak,kahvaltı,0.7083333332999999,0.7083333332999999,0.41614699363708496
75,76,çamaşır,külot,0.8,0.8,0.3794262707233429
76,77,yorgun,yorgunluk,0.8916666666999999,0.8916666666999999,0.5549519062042236
77,78,transparan,kemik,0.0583333333,0.0583333333,0.24678611755371094
78,79,muz,yoğurt,0.3416666667,0.3416666667,0.44757261872291565
79,80,damar,kan,0.8416666666999999,0.8416666666999999,0.5107624530792236
80,81,ilkellik,cenin,0.1416666667,0.1416666667,0.19052556157112122
82,83,modernite,öncülük,0.5333333333,0.5333333333,0.16113650798797607
83,84,peşinatsız,borçlanmak,0.6,0.6,0.2744715213775635
84,85,öğrenci,kitap,0.7333333333,0.7333333333,0.31011489033699036
85,86,mühendis,bilişim,0.6833333333,0.6833333333,0.31379836797714233
86,87,zeki,çocuk,0.525,0.525,0.37757745385169983
87,88,avare,başıboş,0.925,0.925,0.4697498083114624
88,89,tren,inançlılık,0.0166666667,0.0166666667,0.09794246405363083
89,90,mücevher,şahane,0.275,0.275,0.22710064053535461
91,92,keşiş,köle,0.18333333329999998,0.18333333329999998,0.3135944902896881
92,93,palto,ceket,0.8,0.8,0.7715727686882019
93,94,oksijen,su,0.7666666667,0.7666666667,0.23622602224349976
94,95,taşıt,tren,0.8166666667,0.8166666667,0.43902745842933655
95,96,kıyı,tepe,0.4083333333,0.4083333333,0.3123120367527008
96,97,adalet,vicdan,0.65,0.65,0.6016597747802734
97,98,rahatsız,alışkın,0.44166666670000004,0.44166666670000004,0.4003782570362091
99,100,hayat,fani,0.7083333332999999,0.7083333332999999,0.351874440908432
100,101,ıslak,deniz,0.6666666667000001,0.6666666667000001,0.3044213056564331
102,103,din,vicdan,0.5416666667000001,0.5416666667000001,0.48374485969543457
103,104,brüt,çamaşır,0.008333333299999999,0.008333333299999999,0.18749383091926575
104,105,tıknaz,şiddetli,0.0166666667,0.0166666667,0.1496783047914505
106,107,cenin,kuyumcu,0.008333333299999999,0.008333333299999999,0.10274039208889008
107,108,gözlükçü,gözlük,0.875,0.875,0.5916274189949036
109,110,bilişim,sebze,0.0166666667,0.0166666667,0.24261613190174103
112,113,zarar,kazanç,0.8416666666999999,0.8416666666999999,0.4354362487792969
113,114,kuş,turna,0.7833333333,0.7833333333,0.576008677482605
114,115,brüt,kesintili,0.6363636364,0.6363636364,0.21027502417564392
115,116,borçlanmak,faiz,0.6416666667,0.6416666667,0.4210679829120636
116,117,zaman,öğle,0.7333333333,0.7333333333,0.34634482860565186
117,118,mücevher,sicim,0.1,0.1,0.18154290318489075
118,119,külot,aile,0.025,0.025,0.10512638092041016
121,122,yoldaş,delikanlı,0.2333333333,0.2333333333,0.31077611446380615
122,123,ıslak,serin,0.5,0.5,0.41988107562065125
123,124,barınak,tımarhane,0.10833333329999999,0.10833333329999999,0.28997254371643066
124,125,zarar,kadın,0.0416666667,0.0416666667,0.11279824376106262
125,126,atletik,avare,0.0166666667,0.0166666667,0.12376049160957336
127,128,peynir,karton,0.0416666667,0.0416666667,0.3635922074317932
128,129,süreli,süresiz,0.8583333333000001,0.8583333333000001,0.6048058867454529
129,130,tutsak,özgür,0.8666666666999999,0.8666666666999999,0.4648699462413788
130,131,gevşek,heykel,0.0166666667,0.0166666667,0.1420077383518219
131,132,kamyon,sesteş,0.008333333299999999,0.008333333299999999,0.1198628842830658
132,133,yiyecek,sos,0.7166666667,0.7166666667,0.29598501324653625
133,134,modernite,ilkellik,0.6,0.6,0.48274973034858704
134,135,keşiş,kahin,0.525,0.525,0.3915516436100006
135,136,turna,uygulamak,0.008333333299999999,0.008333333299999999,0.07398155331611633
136,137,ormanlık,fotoğraf,0.25,0.25,0.19379429519176483
138,139,cinayetindeki,kemik,0.21666666669999998,0.21666666669999998,0.17959541082382202
139,140,masum,kuşku,0.475,0.475,0.22180649638175964
140,141,delikanlı,büyücü,0.0166666667,0.0166666667,0.3747768998146057
141,142,uzun,atletik,0.5916666667,0.5916666667,0.33012592792510986
142,143,deniz,sahil,0.8666666666999999,0.8666666666999999,0.6161912083625793
143,144,orman,meyve,0.6166666667,0.6166666667,0.3949250876903534
144,145,hayat,nefes,0.7583333333,0.7583333333,0.4026866853237152
145,146,mızrap,tabure,0.05,0.05,0.3095073103904724
146,147,sıcak,ısınmış,0.8333333333,0.8333333333,0.5149369239807129
147,148,gülüş,gülümseme,0.9166666667,0.9166666667,0.6636807918548584
148,149,muz,gemicik,0.0666666667,0.0666666667,0.21407198905944824
149,150,hukuk,hayat,0.21666666669999998,0.21666666669999998,0.4079133868217468
150,151,evetçiler,hayırcılar,0.9333333333,0.9333333333,0.7103954553604126
151,152,kamyon,manken,0.0166666667,0.0166666667,0.19175635278224945
152,153,terazi,adalet,0.6833333333,0.6833333333,0.3307781219482422
154,155,uzak,yakın,0.925,0.925,0.5656356811523438
155,156,dükkan,vitrin,0.7545454545,0.7545454545,0.4874117374420166
156,157,nefes,oksijen,0.8166666667,0.8166666667,0.5084137916564941
157,158,enginar,boza,0.3083333333,0.3083333333,0.2249184101819992
158,159,giysi,külot,0.6916666667,0.6916666667,0.3799531161785126
160,161,sahil,ormanlık,0.375,0.375,0.37253379821777344
162,163,siyah,petrol,0.5833333332999999,0.5833333332999999,0.26637154817581177
163,164,haşarı,enerjik,0.575,0.575,0.3541871905326843
164,165,teizm,müzik,0.025,0.025,0.2351519912481308
165,166,para,faiz,0.6666666667000001,0.6666666667000001,0.49185794591903687
168,169,alkol,viski,0.8833333333000001,0.8833333333000001,0.5408189296722412
170,171,horoz,tavuk,0.9,0.9,0.5650601983070374
171,172,çerçeve,fotoğraf,0.85,0.85,0.3374221622943878
172,173,süt,lokanta,0.3416666667,0.3416666667,0.2552345395088196
173,174,tahta,tabure,0.6583333333,0.6583333333,0.40330928564071655
174,175,kağıt,karton,0.7833333333,0.7833333333,0.6991143226623535
175,176,varlık,para,0.7666666667,0.7666666667,0.3160262405872345
176,177,ses,sesteş,0.6416666667,0.6416666667,0.4461683928966522
177,178,eksik,ilaç,0.033333333300000004,0.033333333300000004,0.23622284829616547
178,179,eşya,cisim,0.7,0.7,0.3948213756084442
179,180,haber,uzun,0.0916666667,0.0916666667,0.13055557012557983
181,182,pamuk,giysi,0.7,0.7,0.4103207588195801
182,183,hamile,cenin,0.7916666667000001,0.7916666667000001,0.4245152771472931
183,184,ispatım,almışlardır,0.025,0.025,-0.006162015255540609
184,185,süt,yoğurt,0.85,0.85,0.6909929513931274
185,186,cansız,enerjik,0.7,0.7,0.3472081422805786
186,187,sahil,kum,0.8583333333000001,0.8583333333000001,0.3661983609199524
187,188,ses,mızrap,0.5833333332999999,0.5833333332999999,0.2978799343109131
189,190,bitki,çiçek,0.7916666667000001,0.7916666667000001,0.5388084650039673
190,191,seyahat,sefer,0.8166666667,0.8166666667,0.34830328822135925
191,192,yardım,aile,0.425,0.425,0.2843187153339386
192,193,petrol,yakıt,0.9,0.9,0.5385663509368896
193,194,şair,modernite,0.2083333333,0.2083333333,0.20631928741931915
194,195,gevşek,sıkı,0.9166666667,0.9166666667,0.6391506195068359
195,196,cihaz,lamba,0.6083333333,0.6083333333,0.3882162272930145
196,197,din,devlet,0.6166666667,0.6166666667,0.5811260938644409
198,199,nezle,yorgunluk,0.5583333333,0.5583333333,0.38427749276161194
199,200,cevher,fotoğraf,0.0166666667,0.0166666667,0.11691350489854813
200,201,uzak,karınca,0.0166666667,0.0166666667,0.09651077538728714
201,202,üşengeç,ebleh,0.225,0.225,0.391948938369751
203,204,bilimci,karışık,0.10833333329999999,0.10833333329999999,0.12368138879537582
204,205,medya,sevgili,0.125,0.125,0.22673176229000092
206,207,kırmızı,okul,0.008333333299999999,0.008333333299999999,0.199112206697464
207,208,gülümseme,somurtma,0.8916666666999999,0.8916666666999999,0.5348513722419739
208,209,okul,kitaplıklar,0.75,0.75,0.33363986015319824
210,211,kadeh,bıçak,0.4666666667,0.4666666667,0.2976926565170288
211,212,özgür,haber,0.6,0.6,0.14534999430179596
212,213,palto,kapüşon,0.75,0.75,0.4908493459224701
213,214,ibadet,namaz,0.8333333333,0.8333333333,0.5412194728851318
214,215,soyut,somut,0.925,0.925,0.6653147339820862
216,217,taşıt,kamyon,0.8416666666999999,0.8416666666999999,0.5196858644485474
217,218,tren,yakıt,0.7416666667,0.7416666667,0.31051191687583923
218,219,yoldaş,keşiş,0.375,0.375,0.28389009833335876
219,220,horoz,sefer,0.0166666667,0.0166666667,0.12014535069465637
220,221,tabure,çerçeve,0.075,0.075,0.2615709602832794
221,222,kordon,gülümseme,0.008333333299999999,0.008333333299999999,0.10696089267730713
222,223,zeki,akıllı,0.8666666666999999,0.8666666666999999,0.6160005927085876
224,225,nezle,ilaç,0.75,0.75,0.3142079710960388
225,226,ilaç,çare,0.825,0.825,0.40710213780403137
226,227,devlet,para,0.6416666667,0.6416666667,0.3137858510017395
228,229,somurtma,kağıt,0.008333333299999999,0.008333333299999999,0.18371719121932983
229,230,evrensel,bilimci,0.3083333333,0.3083333333,0.2606053054332733
230,231,barınak,soğuk,0.3666666667,0.3666666667,0.28980058431625366
231,232,ilaç,yakıt,0.15,0.15,0.3957066535949707
232,233,evetçiler,yağmur,0.0166666667,0.0166666667,0.09389971196651459
234,235,devlet,memur,0.7,0.7,0.43460750579833984
235,236,alkol,sofra,0.55,0.55,0.16931837797164917
236,237,boza,manken,0.0166666667,0.0166666667,0.058918487280607224
237,238,cevher,gözlükçü,0.025,0.025,0.2108614593744278
238,239,anne,memur,0.0666666667,0.0666666667,0.4262874126434326
239,240,oğlan,ilkellik,0.0416666667,0.0416666667,0.13860540091991425
241,242,dua,yüzük,0.0583333333,0.0583333333,0.19159623980522156
242,243,opak,geçirgen,0.6916666667,0.6916666667,0.4894021153450012
243,244,akıllı,deli,0.9166666667,0.9166666667,0.4559897184371948
244,245,din,dua,0.8583333333000001,0.8583333333000001,0.26950666308403015
245,246,saydam,süreli,0.075,0.075,0.2385759949684143
246,247,yağcılık,heykel,0.0166666667,0.0166666667,0.1937309205532074
248,249,oksijen,hayat,0.8,0.8,0.3151845932006836
249,250,hastane,çare,0.7583333333,0.7583333333,0.2577762007713318
250,251,içki,boza,0.3583333333,0.3583333333,0.36245042085647583
251,252,tahta,ahşap,0.825,0.825,0.5719231367111206
252,253,kral,yağcılık,0.45,0.45,0.20853306353092194
253,254,teizm,inançlılık,0.8416666666999999,0.8416666666999999,0.4137592911720276
254,255,kordon,sicim,0.3916666667,0.3916666667,0.24813911318778992
255,256,fani,adalet,0.0833333333,0.0833333333,0.2128089815378189
256,257,ikindi,oğlan,0.008333333299999999,0.008333333299999999,0.22166797518730164
258,259,satmışlardır,lokanta,0.0833333333,0.0833333333,0.10983862727880478
259,260,kırmızı,namaz,0.008333333299999999,0.008333333299999999,0.20362868905067444
261,262,ekonomi,para,0.8583333333000001,0.8583333333000001,0.33873921632766724
262,263,dua,namaz,0.8583333333000001,0.8583333333000001,0.42520564794540405
264,265,enerjik,yorgun,0.8666666666999999,0.8666666666999999,0.5330768823623657
265,266,kağıt,gazete,0.7583333333,0.7583333333,0.3645184636116028
266,267,cihaz,radyo,0.7,0.7,0.3445909023284912
269,270,öğrenci,hayta,0.49166666670000003,0.49166666670000003,0.19707351922988892
270,271,araba,petrol,0.7916666667000001,0.7916666667000001,0.3363180160522461
271,272,şiddetli,sarsıcı,0.8,0.8,0.46000775694847107
272,273,su,deniz,0.825,0.825,0.20913881063461304
275,276,kan,kırmızı,0.8333333333,0.8333333333,0.37196823954582214
276,277,beyaz,papatya,0.6666666667000001,0.6666666667000001,0.3419031798839569
277,278,kıyı,ormanlık,0.4,0.4,0.3737684190273285
278,279,orman,kabristan,0.3166666667,0.3166666667,0.34083184599876404
280,281,normalleşiyor,ısınmış,0.0416666667,0.0416666667,0.23416997492313385
281,282,radyo,müzik,0.7583333333,0.7583333333,0.5772016048431396
282,283,suçlu,masum,0.8583333333000001,0.8583333333000001,0.5303100943565369
286,287,televizyon,cenin,0.0166666667,0.0166666667,0.12359347194433212
287,288,pimpirikli,bıçak,0.05,0.05,0.06466487050056458
288,289,mezarlık,ormanlık,0.325,0.325,0.42981207370758057
289,290,mutluluk,harika,0.5416666667000001,0.5416666667000001,0.31066370010375977
290,291,hastane,rahatsız,0.65,0.65,0.14696884155273438
291,292,özgür,yardım,0.1583333333,0.1583333333,0.12694820761680603
292,293,horultu,saray,0.025,0.025,0.1774064004421234
293,294,üretim,sanatçı,0.5083333333,0.5083333333,0.19059830904006958
294,295,peşinatsız,ekonomi,0.48333333329999995,0.48333333329999995,0.07121527940034866
295,296,mutfak,ocak,0.75,0.75,0.38798514008522034
296,297,böcek,kelebek,0.7,0.7,0.5479767918586731
298,299,geçirgen,cam,0.5416666667000001,0.5416666667000001,0.3555886745452881
299,300,beyaz,külot,0.6833333333,0.6833333333,0.21486522257328033
300,301,tımarhane,deli,0.875,0.875,0.3310752809047699
303,304,zaman,ikindi,0.7083333332999999,0.7083333332999999,0.30273333191871643
305,306,lamba,geceleyin,0.6916666667,0.6916666667,0.29245010018348694
306,307,sabır,sabırsızlık,0.8666666666999999,0.8666666666999999,0.5404995679855347
307,308,transparan,deneyimleme,0.008333333299999999,0.008333333299999999,0.15126928687095642
308,309,haşarı,hayta,0.775,0.775,0.43980202078819275
309,310,yiyecek,horoz,0.3166666667,0.3166666667,0.20968636870384216
310,311,yoğurt,inançlılık,0.0166666667,0.0166666667,0.2013719379901886
312,313,siyah,beyaz,0.95,0.95,0.8697503805160522
313,314,otomobil,tren,0.775,0.775,0.41596919298171997
314,315,mutluluk,sicim,0.008333333299999999,0.008333333299999999,0.14043770730495453
315,316,fırın,ocak,0.8333333333,0.8333333333,0.48358747363090515
316,317,ipek,kapüşon,0.2583333333,0.2583333333,0.22082510590553284
318,319,bitki,enginar,0.7166666667,0.7166666667,0.3893616199493408
319,320,hukuk,nezle,0.0166666667,0.0166666667,0.1548793762922287
320,321,horultu,gürültü,0.7083333332999999,0.7083333332999999,0.5362461805343628
321,322,süt,peynir,0.8166666667,0.8166666667,0.6155298352241516
323,324,su,çiçek,0.625,0.625,0.1051994189620018
324,325,taşıt,gemicik,0.6833333333,0.6833333333,0.27181288599967957
325,326,yiyecek,meyve,0.7583333333,0.7583333333,0.507655143737793
326,327,kuşku,şüphe,0.9333333333,0.9333333333,0.8393574953079224
327,328,çocuk,anne,0.8,0.8,0.624853253364563
329,330,şeffaf,saydam,0.95,0.95,0.7791775465011597
330,331,teizm,çerçeve,0.025,0.025,0.13090485334396362
332,333,sevgili,mutluluk,0.575,0.575,0.23046863079071045
333,334,delilim,televizyon,0.05,0.05,0.17414475977420807
334,335,sofra,bıçak,0.6166666667,0.6166666667,0.2600983679294586
335,336,ipek,gömlek,0.7166666667,0.7166666667,0.3509882390499115
336,337,sanatçı,heykel,0.75,0.75,0.4917200803756714
337,338,medya,yağcılık,0.55,0.55,0.23619361221790314
338,339,din,ibadet,0.9083333333000001,0.9083333333000001,0.5030671954154968
339,340,tutsak,yakın,0.0416666667,0.0416666667,0.16198767721652985
340,341,zarar,para,0.48333333329999995,0.48333333329999995,0.3471646308898926
343,344,kadın,anne,0.7833333333,0.7833333333,0.5236964225769043
344,345,sabır,mühendis,0.2,0.2,0.11503493040800095
345,346,yakın,sıkı,0.6333333333,0.6333333333,0.4339171350002289
346,347,saray,kral,0.9,0.9,0.44679737091064453
347,348,damar,mezar,0.1,0.1,0.26783135533332825
348,349,kuyumcu,mücevher,0.8583333333000001,0.8583333333000001,0.5525709390640259
349,350,müzik,ses,0.8833333333000001,0.8833333333000001,0.5453112721443176
350,351,alet,terazi,0.6083333333,0.6083333333,0.3203389048576355
352,353,cansız,ahşap,0.2333333333,0.2333333333,0.34157028794288635
353,354,otobüs,sefer,0.7166666667,0.7166666667,0.3838348388671875
354,355,kahvaltı,adalet,0.0166666667,0.0166666667,0.1296103447675705
355,356,cam,büyücü,0.0916666667,0.0916666667,0.1976996809244156
356,357,anarşist,somurtma,0.033333333300000004,0.033333333300000004,0.17153990268707275
359,360,kuşku,sabırsızlık,0.1333333333,0.1333333333,0.38742542266845703
360,361,çiçek,papatya,0.8166666667,0.8166666667,0.6165159940719604
361,362,manken,kelebek,0.0166666667,0.0166666667,0.24070054292678833
362,363,ıslak,yağmur,0.7916666667000001,0.7916666667000001,0.3864859342575073
363,364,mühendis,üretim,0.6083333333,0.6083333333,0.2630659341812134
365,366,cisim,cihaz,0.6166666667,0.6166666667,0.2583164870738983
367,368,aile,somut,0.0833333333,0.0833333333,0.174516960978508
368,369,ses,horultu,0.65,0.65,0.48929476737976074
369,370,sesteş,evetçiler,0.0416666667,0.0416666667,0.12984836101531982
371,372,şiddetli,yorgunluk,0.3166666667,0.3166666667,0.354440301656723
372,373,papatya,gülüş,0.2,0.2,0.3277556300163269
373,374,ocak,kabristan,0.0166666667,0.0166666667,0.17525409162044525
375,376,haşarı,pimpirikli,0.0833333333,0.0833333333,0.4128381013870239
376,377,transparan,yoğurt,0.0166666667,0.0166666667,0.1317630559206009
377,378,oruç,taksi,0.0166666667,0.0166666667,0.21686311066150665
378,379,kuyumcu,terazi,0.4666666667,0.4666666667,0.32648470997810364
379,380,oğlan,delikanlı,0.7583333333,0.7583333333,0.6070040464401245
380,381,mezarlık,tavuk,0.0166666667,0.0166666667,0.22571180760860443
381,382,hamile,dükkan,0.125,0.125,0.17943796515464783
383,384,hastane,tıp,0.8166666667,0.8166666667,0.4998375177383423
384,385,terazi,tıp,0.025,0.025,0.1581754982471466
385,386,avare,uyumlu,0.0583333333,0.0583333333,0.11971285939216614
386,387,sabırsızlık,gözlükçü,0.0166666667,0.0166666667,0.012144852429628372
387,388,kum,kadeh,0.2,0.2,0.17997895181179047
390,391,sihirbaz,öncülük,0.033333333300000004,0.033333333300000004,0.10562188178300858
391,392,kuş,tavuk,0.65,0.65,0.5060898661613464
392,393,giysi,ceket,0.7583333333,0.7583333333,0.5753708481788635
393,394,pamuk,üretim,0.6083333333,0.6083333333,0.33861708641052246
394,395,noksan,eksik,0.9833333333000001,0.9833333333000001,0.6576314568519592
395,396,taşıt,otobüs,0.8,0.8,0.5226226449012756
396,397,eşya,radyo,0.675,0.675,0.2541850805282593
397,398,satmışlardır,almışlardır,0.8833333333000001,0.8833333333000001,0.5409706830978394
398,399,cihaz,televizyon,0.7,0.7,0.3391263484954834
399,400,suskunluğuna,brüt,0.0166666667,0.0166666667,0.08958327770233154
402,403,medya,kral,0.175,0.175,0.19116005301475525
404,405,şüphe,mutluluk,0.1333333333,0.1333333333,0.36113205552101135
405,406,memur,polis,0.6666666667000001,0.6666666667000001,0.5233731269836426
406,407,meslek,kuyumcu,0.6666666667000001,0.6666666667000001,0.3096465766429901
407,408,fırın,öncülük,0.0166666667,0.0166666667,0.06111884489655495
410,411,lokanta,dükkan,0.5833333332999999,0.5833333332999999,0.6319856643676758
411,412,ebleh,akıllı,0.75,0.75,0.28597548604011536
412,413,vitrin,televizyon,0.4,0.4,0.31678253412246704
413,414,şeffaf,opak,0.7166666667,0.7166666667,0.5211451649665833
414,415,dua,ölü,0.6833333333,0.6833333333,0.12199672311544418
415,416,yorgunluk,sarsıcı,0.2333333333,0.2333333333,0.2078704833984375
417,418,özgür,serbest,0.975,0.975,0.5604971051216125
418,419,gözlük,cam,0.875,0.875,0.46489113569259644
419,420,vicdan,pıhtı,0.0166666667,0.0166666667,0.0922289714217186
420,421,gülüş,gül,0.48333333329999995,0.48333333329999995,0.3672390282154083
421,422,kahvaltı,zeytin,0.75,0.75,0.32146206498146057
422,423,ceket,kapüşon,0.725,0.725,0.5692777037620544
423,424,araba,seyahat,0.8083333333,0.8083333333,0.39304623007774353
424,425,evrensel,karışık,0.0916666667,0.0916666667,0.28191229701042175
425,426,beyaz,horultu,0.008333333299999999,0.008333333299999999,0.2065611183643341
426,427,gürültü,müzik,0.5916666667,0.5916666667,0.3486441671848297
427,428,taksi,yüzük,0.0166666667,0.0166666667,0.2505148947238922
428,429,başıboş,yorgun,0.033333333300000004,0.033333333300000004,0.3488330543041229
429,430,hayvan,kuş,0.6916666667,0.6916666667,0.5725211501121521
430,431,opak,çamaşır,0.10833333329999999,0.10833333329999999,0.12564921379089355
431,432,kahin,şüphe,0.1333333333,0.1333333333,0.1840398907661438
433,434,serin,sıcak,0.7833333333,0.7833333333,0.5530880689620972
434,435,inançlılık,ateistlik,0.8916666666999999,0.8916666666999999,0.5876998901367188
436,437,sanatçı,şair,0.8166666667,0.8166666667,0.636569619178772
438,439,anarşist,aykırı,0.8333333333,0.8333333333,0.3017701208591461
439,440,uzak,fazlalık,0.16666666670000002,0.16666666670000002,0.22443416714668274
440,441,fazlalık,noksan,0.8083333333,0.8083333333,0.4793753921985626
441,442,meslek,sanatçı,0.725,0.725,0.3374641537666321
442,443,tıp,yardım,0.7083333332999999,0.7083333332999999,0.2763204574584961
443,444,kuyumcu,yüzük,0.8583333333000001,0.8583333333000001,0.3798503279685974
446,447,kelebek,kemik,0.0166666667,0.0166666667,0.1873904913663864
447,448,harika,şahane,0.9166666667,0.9166666667,0.8415493369102478
448,449,faiz,kazanç,0.8083333333,0.8083333333,0.36038345098495483
449,450,mezarlık,mezar,0.9166666667,0.9166666667,0.7065211534500122
450,451,gazete,haber,0.9083333333000001,0.9083333333000001,0.4253460764884949
451,452,kıyı,sahil,0.9,0.9,0.7676489949226379
452,453,hukuk,ispatım,0.7,0.7,0.22404247522354126
453,454,gündüz,geceleyin,0.8916666666999999,0.8916666666999999,0.5459973216056824
454,455,noksan,gömlek,0.0166666667,0.0166666667,0.14156736433506012
456,457,alışkın,yeni,0.4583333333,0.4583333333,0.2512197196483612
457,458,uygulamak,alet,0.3166666667,0.3166666667,0.19296225905418396
458,459,cevher,mücevher,0.65,0.65,0.4360913634300232
459,460,medya,gazete,0.8083333333,0.8083333333,0.43483829498291016
460,461,kadeh,içki,0.85,0.85,0.5554109215736389
461,462,atletik,ebleh,0.0583333333,0.0583333333,0.23559463024139404
462,463,okul,öğrenci,0.8916666666999999,0.8916666666999999,0.5540089011192322
464,465,düzenci,anarşist,0.75,0.75,0.37206631898880005
465,466,kıyı,gemicik,0.55,0.55,0.2621549367904663
466,467,oruç,zaman,0.6333333333,0.6333333333,0.25278687477111816
467,468,kadın,çocuk,0.725,0.725,0.6592491269111633
468,469,ateistlik,teizm,0.8833333333000001,0.8833333333000001,0.5807383060455322
470,471,horoz,alet,0.0166666667,0.0166666667,0.1745663583278656
473,474,hamile,düzenci,0.0166666667,0.0166666667,0.16875161230564117
474,475,öğle,orman,0.025,0.025,0.19228595495224
475,476,otomobil,araba,0.9333333333,0.9333333333,0.6928552985191345
476,477,meyve,muz,0.7916666667000001,0.7916666667000001,0.5809036493301392
477,478,süt,bilişim,0.0166666667,0.0166666667,0.21200865507125854
479,480,mezar,ölü,0.9083333333000001,0.9083333333000001,0.3943299651145935
480,481,vitrin,manken,0.75,0.75,0.3555673658847809
481,482,turizm,düzenci,0.0166666667,0.0166666667,0.17411717772483826
482,483,fani,ölü,0.8,0.8,0.20886899530887604
485,486,kadın,hamile,0.8,0.8,0.5271085500717163
486,487,karışık,temiz,0.2,0.2,0.3141975998878479
487,488,şair,sabır,0.175,0.175,0.13855014741420746
489,490,şeffaf,transparan,0.9666666666999999,0.9666666666999999,0.49310818314552307
490,491,hayvan,böcek,0.7666666667,0.7666666667,0.518243670463562
